Element;h_index;g_index;m_index;TC;NP;PY_start
FRIEDMAN SR;3;3;0,273;34;3;2012
FRIEDMAN T;1;1;0,063;9;1;2007
FRIEDRICH TL;1;1;0,125;34;1;2015
FRIEGE J;1;1;0,143;17;1;2016
FRIESEN AL;1;1;0,125;5;1;2015
FRIESEN MR;1;1;0,071;38;1;2009
FRIESS F;1;1;0,333;5;1;2020
FRIESS W;1;1;0,083;32;1;2011
FRISTON K;6;6;0,750;235;6;2015
FRISTON KJ;9;10;0,600;1224;10;2008
FRITH C;1;1;0,125;146;1;2015
FRITH CD;1;1;0,167;99;1;2017
FRIZZI F;1;1;0,111;7;1;2014
FROESE T;1;1;0,077;47;1;2010
FROHLICH F;1;1;0,125;6;1;2015
FRUCHTER R;1;1;0,167;2;1;2017
FRYDENLUND E;1;1;0,200;11;1;2018
FRYER JP;1;1;0,042;51;1;1999
FU CB;1;1;0,200;31;1;2018
FU F;1;1;0,063;52;1;2007
FU GY;1;1;0,143;5;1;2016
FU H;1;1;0,167;6;1;2017
FU RL;1;1;0,091;52;1;2012
FU WN;1;1;0,333;11;1;2020
FUCHIGAMI T;1;1;0,083;12;1;2011
FUCHISE K;2;2;1,000;5;2;2021
FUCHS T;1;1;0,071;331;1;2009
FUCHS ZE;1;1;0,167;17;1;2017
FUCHSL AM;1;1;0,200;4;1;2018
FUENZALIDA I;1;1;0,333;2;1;2020
FUJII H;2;2;0,154;19;2;2010
FUJIMOTO Y;1;1;0,048;7;1;2002
FUJINO M;1;1;0,100;14;1;2013
FUJINO T;1;1;0,333;2;1;2020
FUJITA M;2;2;0,143;165;2;2009
FUJIWARA Y;1;1;0,063;3;1;2007
FUKADA K;2;2;0,400;5;2;2018
FUKUDA M;1;1;0,125;10;1;2015
FUKUNAGA K;1;1;0,071;1;1;2009
FULLISACK M;1;1;0,200;27;1;2018
FULLSACK M;2;2;0,333;5;2;2017
FURPHY TJ;1;1;0,077;70;1;2010
FURTADO BA;1;1;0,250;5;1;2019
FURTADO V;1;1;0,071;12;1;2009
FURTBAUER I;2;2;0,286;15;2;2016
FURTNER J;1;1;0,071;37;1;2009
FUSI F;1;1;0,143;11;1;2016
FUSSELL E;1;1;0,500;8;1;2021
GABBRIELLINI S;1;1;0,200;8;1;2018
GABRIELE CM;1;1;0,200;11;1;2018
GABRIELE J;1;1;0,125;4;1;2015
GACHOMO B;1;1;0,167;2;1;2017
GADANHO SC;2;2;0,091;71;2;2001
GADAU J;1;1;0,167;11;1;2017
GADI SK;1;1;0,200;9;1;2018
GAFFIN DD;1;1;0,125;6;1;2015
GAI WM;1;1;0,500;5;1;2021
GAINES MS;1;1;0,500;1;1;2021
GAISSMAIER W;1;1;0,125;51;1;2015
GAL Y;1;1;0,167;9;1;2017
GALAN JM;1;1;0,100;15;1;2013
GALARRAGA O;1;1;0,200;10;1;2018
GALBAT M;1;1;0,200;5;1;2018
GALE T;1;1;0,125;11;1;2015
GALEA ER;1;1;0,167;25;1;2017
GALEA JM;1;1;0,091;181;1;2012
GALEA S;4;5;0,364;184;5;2012
GALEAO ACNR;1;1;0,200;2;1;2018
GALEN L;1;1;0,500;2;2;2021
GALFORD GL;1;1;0,143;21;1;2016
GALITSKY B;1;1;0,100;8;1;2013
GALLA T;4;6;0,222;44;6;2005
GALLAGHER CA;1;1;0,500;5;1;2021
GALLAGHER E;1;1;0,143;7;1;2016
GALLAGHER EM;1;1;0,125;13;1;2015
GALLAND S;1;1;0,067;33;1;2008
GALLEGATI M;2;3;0,133;30;3;2008
GALLEGO B;1;1;0,077;13;1;2010
GALLEGOS A;1;1;0,167;6;1;2017
GALLESE V;1;1;0,111;12;1;2014
GALLETTA M;1;1;0,100;45;1;2013
GALLINARI P;1;1;0,250;1;1;2019
GALLOWAY D;1;1;0,100;65;1;2013
GALLUCCI F;1;1;0,077;39;1;2010
GALVAN A;1;1;0,200;10;1;2018
GAMBARO JP;1;1;0,167;12;1;2017
GAMBLE C;1;1;0,333;2;1;2020
GAN C;1;1;0,111;22;1;2014
GAN T;1;1;0,200;6;1;2018
GANAN N;1;1;0,100;19;1;2013
GANDOLFI A;1;1;0,050;46;1;2003
GANGE SJ;1;1;0,036;40;1;1995
GANSER C;1;1;0,200;5;1;2018
GANTENBERG JR;1;1;0,200;10;1;2018
GAO B;1;1;0,083;83;1;2011
GAO BJ;1;1;0,167;3;1;2017
GAO BY;1;1;0,067;93;1;2008
GAO D;1;2;0,111;10;2;2014
GAO F;1;1;0,333;8;1;2020
GAO HX;1;1;0,100;2;1;2013
GAO HY;2;3;0,200;16;3;2013
GAO J;1;2;0,200;10;2;2018
GAO KZ;1;1;0,250;12;1;2019
GAO L;1;1;0,091;74;1;2012
GAO LP;1;1;0,200;15;1;2018
GAO SB;1;1;0,111;5;1;2014
GAO Y;1;1;0,250;33;1;2019
GAO YC;1;1;0,200;5;1;2018
GAO YL;1;1;0,250;13;1;2019
GAO YP;1;1;0,200;22;1;2018
GAO Z;1;1;0,200;7;1;2018
GAO ZH;1;1;0,200;4;1;2018
GAO ZL;1;1;0,167;26;1;2017
GARBEY M;1;1;0,250;6;1;2019
GARBIN V;1;1;0,167;23;1;2017
GARCES J;1;1;0,111;6;1;2014
GARCIA A;1;1;0,091;2;1;2012
GARCIA AG;1;1;0,050;79;1;2003
GARCIA AL;1;1;0,050;1;1;2003
GARCIA APP;1;1;0,143;4;1;2016
GARCIA GA;1;1;0,143;5;1;2016
GARCIA IM;1;1;0,500;1;1;2021
GARCIA J;1;1;0,091;5;1;2012
GARCIA R;2;2;0,133;136;2;2008
GARCIA-AUNON P;1;1;0,250;3;1;2019
GARCIA-BARRIOCANAL E;1;1;0,083;10;1;2011
GARCIA-CREMADES M;1;1;0,167;7;1;2017
GARCIA-FADRIQUE A;1;1;0,200;36;1;2018
GARCIA-FERNANDEZ I;1;1;0,333;1;1;2020
GARCIA-LUNA F;1;1;0,200;9;1;2018
GARCIA-MAGARINO I;4;5;0,500;42;5;2015
GARCIA-MARTIN R;1;1;0,200;36;1;2018
GARCIA-RIO L;1;1;0,063;3;1;2007
GARCIA-TAENGUA E;1;1;0,200;5;1;2018
GARDEL-VICENTE A;1;1;0,333;5;1;2020
GARDINER SM;1;1;0,032;39;1;1992
GARDINI L;1;1;0,333;3;1;2020
GARGANTA J;1;1;0,111;74;1;2014
GARIBA MA;1;1;0,333;1;1;2020
GARIBAY I;1;1;0,333;2;1;2020
GARIEPY JF;1;1;0,250;4;1;2019
GARIJO M;2;2;0,222;23;2;2014
GARNIER J;1;1;0,167;19;1;2017
GARNIER S;2;2;0,182;57;2;2012
GAROFALO F;2;2;0,250;17;2;2015
GARON A;1;1;0,056;17;1;2005
GARRATT M;1;1;0,333;21;1;2020
GARRETT JH;1;1;0,040;8;1;1998
GARRETT-MAYER E;1;1;0,500;7;1;2021
GARRIDO JA;1;1;0,111;8;1;2014
GARULLI A;1;1;0,067;132;1;2008
GARZON-LOPEZ CX;1;1;0,077;15;1;2010
GASSA F;1;1;0,100;17;1;2013
GATHERER D;1;1;0,048;1;1;2002
GATTA V;1;1;0,083;65;1;2011
GATTO JV;1;1;0,333;3;1;2020
GAUD N;1;1;0,067;33;1;2008
GAUDIANO ME;1;1;0,250;4;1;2019
GAUDIO P;1;1;0,125;4;1;2015
GAUDOU B;1;1;0,167;7;1;2017
GAUQUELIN-KOCH G;1;1;0,043;16;1;2000
GAUR R;1;1;0,111;58;1;2014
GAUSSIER P;1;1;0,100;14;1;2013
GAUTAM S;1;1;0,333;12;1;2020
GAVAGNIN E;1;1;0,200;7;1;2018
GAWEL E;1;1;0,250;4;1;2019
GAWITH D;1;1;0,333;3;1;2020
GAWRONSKI K;1;1;0,200;3;1;2018
GAZDA V;1;1;0,091;4;1;2012
GAZI V;2;2;0,200;22;2;2013
GAZINSKA M;1;1;0,333;4;1;2020
GAZZO S;1;1;0,333;5;1;2020
GC RK;1;1;0,500;1;1;2021
GE HK;1;1;0,125;21;1;2015
GE J;1;1;0,333;6;1;2020
GE JQ;1;1;0,250;9;1;2019
GE SS;1;1;0,333;3;1;2020
GE XH;1;1;0,200;170;1;2018
GE YZ;1;1;0,111;14;1;2014
GEARD N;1;1;0,167;8;1;2017
GEBREMARIAM A;1;1;0,143;2;1;2016
GECHTER F;1;1;0,067;33;1;2008
GEELHOED E;1;1;0,077;17;1;2010
GEETHU PM;1;1;0,200;11;1;2018
GEGEL B;2;2;0,154;24;2;2010
GEGENHUBER T;1;1;0,167;31;1;2017
GEHLOT H;1;1;0,250;6;1;2019
GELDNER N;1;1;0,200;10;1;2018
GELFUSA M;1;1;0,125;4;1;2015
GELLER A;1;1;0,077;4;1;2010
GENG ZY;4;4;0,400;60;4;2013
GENOIS M;1;1;0,143;5;1;2016
GENSCHOW O;1;1;0,500;2;1;2021
GENSLER S;1;1;0,083;124;1;2011
GENTILE JE;1;1;0,250;5;1;2019
GEORGE J;1;1;0,125;38;1;2015
GEORGIOU C;1;1;0,100;1;1;2013
GERACI M;1;1;0,071;37;1;2009
GERAERTS R;1;1;0,143;10;1;2016
GERARD B;3;3;0,231;45;3;2010
GERCZUK J;1;1;0,250;4;1;2019
GEREGA A;1;1;0,125;18;1;2015
GERRITSEN C;1;1;0,077;11;1;2010
GERST MD;1;1;0,100;41;1;2013
GERSTNER W;1;1;0,056;5;1;2005
GERVAIS WM;1;1;0,143;283;1;2016
GESCHKE D;1;1;0,250;40;1;2019
GETACHEW YY;1;1;0,333;1;1;2020
GETTLEMAN L;1;1;0,111;4;1;2014
GETZ WM;2;2;0,250;37;2;2015
GHADIMI P;1;1;0,200;81;1;2018
GHAFFARIAN S;1;1;0,500;1;1;2021
GHAISARI J;1;1;0,200;10;1;2018
GHANBARI A;1;1;0,143;23;1;2016
GHANEM IB;1;1;0,111;30;1;2014
GHAPANI S;3;3;0,429;136;3;2016
GHARIB C;1;1;0,043;16;1;2000
GHASEM-AGHAEE N;1;1;0,071;15;1;2009
GHASEMI K;1;1;0,200;10;1;2018
GHAVAMZADEH M;1;1;0,059;58;1;2006
GHAZANFARI M;1;1;0,333;3;1;2020
GHAZANI MA;1;1;0,333;5;1;2020
GHAZLAN A;1;1;0,200;39;1;2018
GHEDIN E;1;1;0,111;18;1;2014
GHONIEMY S;1;1;0,125;5;1;2015
GHORBANI A;2;3;0,250;27;3;2015
GHOSH B;1;1;0,100;1;1;2013
GHOSH P;1;1;0,200;11;1;2018
GIABBANELLI P;1;1;0,100;22;1;2013
GIABBANELLI PJ;1;1;0,111;40;1;2014
GIACHETTI RE;1;1;0,056;33;1;2005
GIACOBBI B;1;1;0,125;28;1;2015
GIAGKOS A;1;1;0,200;1;1;2018
GIANG HTH;1;1;0,333;5;1;2020
GIANNITRAPANI A;1;1;0,067;132;1;2008
GIANNOTTI M;1;1;0,333;6;1;2020
GIANSANTE S;1;1;0,091;4;1;2012
GIARDINI F;1;1;0,500;1;1;2021
GIGLICRTTA O;1;1;0,167;11;1;2017
GIL S;1;1;0,059;57;1;2006
GIL-LAFUENTE AM;1;1;0,200;10;1;2018
GILBERT NG;1;1;0,063;485;1;2007
GILBY IC;1;1;0,250;4;1;2019
GILES CL;1;1;0,043;41;1;2000
GILL WN;1;1;0,045;10;1;2001
GILLEMOT L;1;1;0,050;171;1;2003
GILLESPIE DR;1;1;0,071;5;1;2009
GILLESPIE TR;1;1;0,250;4;1;2019
GILMAN RT;1;1;0,250;1;1;2019
GILMORE EA;1;1;0,500;8;1;2021
GIMENEZ MC;1;1;0,143;4;1;2016
GIMONA A;1;1;0,250;9;1;2019
GINI M;1;1;0,250;2;1;2019
GIOMI L;1;1;0,143;7;1;2016
GIORDANO PR;3;3;0,273;143;3;2012
GIORDANO R;1;1;0,100;34;1;2013
GIORGINI P;1;1;0,050;13;1;2003
GIORGIONE G;1;1;0,333;1;1;2020
GIRALDEAU LA;1;1;0,111;18;1;2014
GIRALDEZ H;1;1;0,100;14;1;2013
GIRALDO LF;1;1;0,200;6;1;2018
GIRARD T;1;1;0,063;30;1;2007
GIRSHICK T;1;1;0,048;45;1;2002
GISKE J;1;1;0,050;26;1;2003
GISSELBRECHT T;1;1;0,250;1;1;2019
GIULIANI M;1;1;0,200;11;1;2018
GIULIONI G;1;1;0,167;3;1;2017
GIUPPONI C;1;1;0,100;44;1;2013
GIURGINCA M;1;1;0,037;11;1;1996
GLADWIN H;1;1;0,111;87;1;2014
GLASAUER S;1;1;0,100;7;1;2013
GLASS K;1;1;0,167;8;1;2017
GLIGORIJEVIC V;1;1;0,100;37;1;2013
GLINKA A;1;1;0,111;14;1;2014
GLINTON R;1;1;0,077;3;1;2010
GLOCK CH;1;1;0,167;26;1;2017
GLUTIG K;1;1;0,071;37;1;2009
GLYNN RJ;1;1;0,056;128;1;2005
GMITRA M;1;1;0,059;4;1;2006
GMUENDER H;1;1;0,067;23;1;2008
GMYTRASIEWICZ P;1;1;0,167;11;1;2017
GMYTRASIEWICZ PJ;1;1;0,045;33;1;2001
GNANSOUNOU E;1;1;0,063;14;1;2007
GNJATOVIC M;1;1;0,077;16;1;2010
GO TH;1;1;0,125;7;1;2015
GODDARD J;1;1;0,077;11;1;2010
GOEDEL WC;1;1;0,500;3;1;2021
GOERG SJ;1;1;0,100;20;1;2013
GOERICK C;1;1;0,333;1;1;2020
GOERTZ DE;1;1;0,077;14;1;2010
GOES LCS;1;1;0,200;5;1;2018
GOES P;2;2;0,105;184;2;2004
GOGARTEN JF;1;1;0,100;13;1;2013
GOH YK;1;1;0,059;26;1;2006
GOLDENSTEIN S;1;1;0,045;33;1;2001
GOLDING I;1;1;0,042;113;1;1999
GOLDMAN B;1;1;0,111;58;1;2014
GOLDMAN CV;1;1;0,083;24;1;2011
GOLDMANN AS;1;1;0,167;31;1;2017
GOLDSON SL;1;1;0,033;31;1;1993
GOLDSTONE RL;1;1;0,059;17;1;2006
GOLINO P;1;1;0,031;5;1;1991
GOLKE S;1;1;0,059;53;1;2006
GOLSTEIJN L;1;1;0,100;2;1;2013
GOLUB JL;1;1;0,125;17;1;2015
GOMATAM J;1;1;0,056;40;1;2005
GOMES PF;1;1;0,250;1;1;2019
GOMES PV;1;1;0,200;10;1;2018
GOMES S;1;1;0,333;1;1;2020
GOMEZ HF;1;1;0,143;2;1;2016
GOMEZ J;1;1;0,091;10;1;2012
GOMEZ M;1;1;0,333;2;1;2020
GOMEZ-COUSO H;1;1;0,200;9;1;2018
GOMEZ-GARDENES J;2;2;0,500;15;2;2019
GOMEZ-LIMON JA;1;1;0,059;44;1;2006
GOMEZ-RODRIGUEZ A;1;1;0,125;22;1;2015
GONCALVES BA;1;1;0,091;7;1;2012
GONCALVES LM;1;1;0,200;18;1;2018
GONCALVES S;3;3;0,167;39;3;2005
GONG B;1;1;0,200;5;1;2018
GONG CZ;1;1;0,143;36;1;2016
GONG FY;1;2;0,167;19;2;2017
GONG H;1;1;0,042;123;1;1999
GONG JH;1;1;0,100;8;1;2013
GONG JM;1;1;0,071;28;1;2009
GONG QB;1;1;0,333;2;1;2020
GONG S;1;1;0,333;1;1;2020
GONG SM;1;1;0,500;5;1;2021
GONG SQ;1;1;0,056;49;1;2005
GONG T;2;2;0,182;15;2;2012
GONG X;1;1;0,167;13;1;2017
GONZALEZ A;1;1;0,167;72;1;2017
GONZALEZ AJ;1;1;0,143;3;1;2016
GONZALEZ C;1;1;0,048;25;1;2002
GONZALEZ I;1;1;0,200;8;1;2018
GONZALEZ LM;1;1;0,056;33;1;2005
GONZALEZ MC;1;1;0,059;17;1;2006
GONZALEZ-BAILON S;1;1;0,100;26;1;2013
GONZALEZ-DIAZ VR;1;1;0,250;9;1;2019
GONZALEZ-MORENO JC;1;1;0,125;22;1;2015
GONZALEZ-REDIN J;1;1;0,250;9;1;2019
GONZALEZ-SANCHEZ JF;1;1;0,333;8;1;2020
GONZALEZ-SIERRA J;1;1;0,333;5;1;2020
GONZALEZ-VILLA J;1;1;0,333;2;1;2020
GOOCH KJ;1;1;0,100;21;1;2013
GOODARZI M;1;1;0,071;6;1;2009
GOODIE AS;1;1;0,091;6;1;2012
GOODING T;1;1;0,111;1;1;2014
GOODREAU SM;1;1;0,250;2;1;2019
GOODRICH M;1;1;0,067;9;1;2008
GOODWIN RA;1;1;0,059;18;1;2006
GOODWINE B;1;1;0,063;17;1;2007
GORDO SP;1;1;0,125;26;1;2015
GORDON DM;1;1;0,083;89;1;2011
GORDON IJ;1;1;0,250;9;1;2019
GORDON K;1;1;0,125;28;1;2015
GORDON MB;3;3;0,167;50;3;2005
GORE R;4;6;0,308;49;6;2010
GORI L;1;1;0,091;3;1;2012
GORYACHEV AB;1;1;0,056;52;1;2005
GOSTOLI U;2;2;0,133;6;2;2008
GOSWAMI A;1;1;0,045;33;1;2001
GOSWAMI S;1;1;0,083;1;1;2011
GOTO K;1;1;0,053;11;1;2004
GOTO Y;1;1;0,034;9;1;1994
GOTTLIEB GS;1;1;0,250;2;1;2019
GOTTS NM;3;3;0,188;496;3;2007
GOTTSCHALK H;1;1;0,143;3;1;2016
GOU QX;1;1;0,500;8;1;2021
GOU YZ;1;1;0,333;1;1;2020
GOUD KY;1;1;0,333;5;1;2020
GOULD M;1;1;0,250;6;1;2019
GOULD PJ;1;1;0,125;26;1;2015
GOULSON D;1;1;0,200;29;1;2018
GOUMRI-SAID S;1;1;0,250;6;1;2019
GOUNARIDIS D;1;1;0,167;17;1;2017
GOURINCHAS PO;1;1;0,048;548;1;2002
GOUSSEV A;1;1;0,043;18;1;2000
GOVINDARAJAN M;1;1;0,125;7;1;2015
GOYAL M;1;1;0,167;9;1;2017
GOYAL R;1;1;0,167;3;1;2017
GOYAL S;1;1;0,040;303;1;1998
GRABMAIER C;1;1;0,333;8;1;2020
GRABNER C;1;1;0,250;5;1;2019
GRACEWSKI S;1;1;0,083;2;1;2011
GRACIA I;2;2;0,182;18;2;2012
GRACIA-LAZARO C;2;2;0,500;14;2;2019
GRADOWSKI T;1;1;0,333;4;1;2020
GRAHAM P;1;1;0,125;6;1;2015
GRANOVSKIY B;1;1;0,091;55;1;2012
GRASA J;1;1;0,250;2;1;2019
GRASER O;1;1;0,083;22;1;2011
GRAU-MOYA J;1;1;0,100;10;1;2013
GRAVES P;1;1;0,167;8;1;2017
GRAY J;1;1;0,167;5;1;2017
GRAZZINI J;2;2;0,182;76;2;2012
GREAVES RB;2;2;0,200;18;2;2013
GRECO L;1;1;0,333;5;1;2020
GREEN B;1;1;0,167;16;1;2017
GREENE GL;1;1;0,100;9;1;2013
GREENHALGH D;1;1;0,167;11;1;2017
GREENWALD A;1;1;0,045;10;1;2001
GREETHAM D;1;1;0,077;26;1;2010
GREFENSTETTE J;1;1;0,111;18;1;2014
GREFENSTETTE JJ;2;2;0,154;135;2;2010
GREGOR S;1;1;0,067;7;1;2008
GREIFF S;1;1;0,333;17;1;2020
GRIFFIN GD;1;1;0,033;10;1;1993
GRIFFIN RH;1;1;0,091;116;1;2012
GRIFFIN WA;1;1;0,083;36;1;2011
GRIFFITH CS;1;1;0,077;17;1;2010
GRIFFITHS TL;1;1;0,333;2;1;2020
GRIGORIEV AI;1;1;0,043;16;1;2000
GRILL B;1;1;0,125;10;1;2015
GRIMA R;1;1;0,143;16;1;2016
GRIMAL E;1;1;0,250;12;1;2019
GRIMALDO F;2;2;0,200;14;2;2013
GRIMM V;2;2;0,500;22;2;2019
GRINBERG M;1;1;0,067;24;1;2008
GRINBERGER AY;1;1;0,143;13;1;2016
GRINFELD M;1;1;0,063;15;1;2007
GRINSHPOUN T;1;1;0,250;6;1;2019
GRINSTAFF MW;1;1;0,333;4;1;2020
GRODZINSKI U;1;1;0,111;10;1;2014
GROENEVELD J;2;2;0,200;205;2;2013
GROENEWOLD N;1;1;0,063;4;1;2007
GROF M;1;1;0,091;4;1;2012
GROFF ER;1;1;0,250;17;1;2019
GRONECK M;1;1;0,143;8;1;2016
GROOPMAN JD;1;1;0,036;40;1;1995
GROOT RD;1;1;0,059;7;1;2006
GROS C;1;1;0,333;2;1;2020
GROSMAN PD;1;1;0,071;16;1;2009
GROSSE EH;1;1;0,167;26;1;2017
GROSSMAN JC;1;1;0,167;32;1;2017
GROSSMANN K;1;1;0,143;15;1;2016
GROTE U;1;1;0,333;1;1;2020
GROTMOL S;1;1;0,059;12;1;2006
GRUHN B;1;1;0,071;37;1;2009
GRUJIC J;1;1;0,077;147;1;2010
GRUN G;1;1;0,333;5;1;2020
GRUNBAUM D;1;1;0,143;18;1;2016
GRUSHIN A;1;1;0,077;3;1;2010
GRUTER C;3;3;0,273;65;3;2012
GRUZIEL M;1;1;0,077;7;1;2010
GRYNSZPAN O;1;1;0,111;23;1;2014
GRZES M;1;1;0,083;30;1;2011
GU AZ;1;1;0,083;6;1;2011
GU GQ;1;1;0,071;6;1;2009
GU HB;1;1;0,250;11;1;2019
GU LS;1;1;0,200;2;1;2018
GU RR;1;1;0,067;93;1;2008
GU SW;1;1;0,167;8;1;2017
GU X;1;1;0,125;6;1;2015
GU XG;1;1;0,091;52;1;2012
GU XY;1;1;0,250;9;1;2019
GU Y;1;1;0,167;10;1;2017
GUAN HJ;1;1;0,333;1;1;2020
GUAN JJ;1;1;0,250;13;1;2019
GUAN JY;1;1;0,250;4;1;2019
GUAN SG;1;1;0,125;32;1;2015
GUAN X;1;1;0,091;27;1;2012
GUAN XP;3;3;0,375;22;3;2015
GUAN ZG;1;1;0,167;36;1;2017
GUAN ZH;2;2;0,333;29;2;2017
GUAN ZZ;1;1;0,250;1;1;2019
GUARDIOLA LA;1;1;0,500;2;1;2021
GUARINO A;1;1;0,067;10;1;2008
GUAZZINI A;1;3;0,067;12;3;2008
GUDE JA;1;1;1,000;1;1;2022
GUEGAN JF;1;1;0,050;86;1;2003
GUERIN JL;1;1;0,200;10;1;2018
GUERRERO JM;1;1;0,083;69;1;2011
GUERRERO-CASTELLANOS JF;1;1;0,250;9;1;2019
GUERRERO-SANCHEZ WF;1;1;0,250;9;1;2019
GUETZ A;1;1;0,083;89;1;2011
GUEVARA MGM;1;1;0,200;1;1;2018
GUEVARA-CEDENO JY;1;1;0,091;9;1;2012
GUGLIOTTA LM;1;1;0,100;2;1;2013
GUI MZ;1;1;0,333;2;1;2020
GUIBAS L;1;1;0,045;33;1;2001
GUIBOURDENCHE J;1;1;0,200;5;1;2018
GUILBERT J;1;1;0,125;20;1;2015
GUILLAUME JHA;1;1;0,125;86;1;2015
GUILLAUMET G;1;1;0,042;16;1;1999
GUILLEM E;1;1;0,111;46;1;2014
GUILLORY A;1;1;0,059;34;1;2006
GULYAS L;2;2;0,133;54;2;2008
GUMEL AB;1;1;0,083;21;1;2011
GUNAL MM;1;1;0,125;9;1;2015
GUNARATNE C;1;1;0,333;2;1;2020
GUNDUC S;1;1;0,125;2;1;2015
GUNJI YP;1;1;0,143;2;1;2016
GUNN JR;1;1;0,333;4;1;2020
GUNTHER M;1;1;0,125;62;1;2015
GUO BB;1;1;0,111;3;1;2014
GUO BH;2;2;0,118;11;2;2006
GUO C;1;1;0,250;5;1;2019
GUO F;1;1;0,125;5;1;2015
GUO FH;1;1;0,333;43;1;2020
GUO G;1;1;0,250;5;1;2019
GUO HF;1;1;0,333;3;1;2020
GUO HL;1;1;0,077;19;1;2010
GUO HX;1;1;0,250;1;1;2019
GUO L;1;1;0,500;1;1;2021
GUO LK;1;1;0,500;5;1;2021
GUO LX;1;2;0,125;18;2;2015
GUO Q;1;1;0,250;11;1;2019
GUO QP;2;2;0,118;82;2;2006
GUO QS;1;1;0,167;6;1;2017
GUO RT;1;1;0,250;1;1;2019
GUO RW;1;1;0,500;26;1;2021
GUO SY;1;1;0,333;4;1;2020
GUO WL;1;1;0,250;5;1;2019
GUO XS;2;2;0,200;55;2;2013
GUO XW;1;1;0,333;1;1;2020
GUO YN;1;1;0,250;20;1;2019
GUO YQ;1;1;0,167;4;1;2017
GUO YR;2;2;0,400;5;2;2018
GUO YT;1;1;0,100;63;1;2013
GUO YY;1;1;0,500;5;1;2021
GUO ZM;1;1;0,143;30;1;2016
GUO ZY;1;1;0,067;4;1;2008
GUPTA A;4;5;0,211;249;5;2004
GUPTA AK;1;1;0,083;24;1;2011
GUPTA N;1;1;0,143;6;1;2016
GUPTA P;1;1;0,500;2;1;2021
GURDAL MY;1;1;0,125;12;1;2015
GURFIL P;2;2;0,182;34;2;2012
GURIA C;1;1;0,333;12;1;2020
GURNEY J;1;1;0,333;3;1;2020
GURNEY K;1;1;0,333;1;1;2020
GURTON KP;1;1;0,063;9;1;2007
GUSMAN SR;1;1;0,056;20;1;2005
GUSTAFSON KB;1;1;0,167;5;1;2017
GUSTAVSON SM;1;1;0,333;5;1;2020
GUTFRAIND A;1;1;0,125;11;1;2015
GUTIERREZ C;1;1;0,077;12;1;2010
GUTIERREZ G;1;1;0,111;3;1;2014
GUTIERREZ-CALVO A;1;1;0,200;36;1;2018
GUTIERREZ-GARCIA JO;1;1;0,200;2;1;2018
GUZMAN-LASTRA F;1;1;0,333;2;1;2020
GUZZETTI D;1;1;0,250;4;1;2019
GWYNNE SMV;1;1;0,100;41;1;2013
GYERMEK L;2;2;0,065;6;2;1992
HA H;1;1;0,167;11;1;2017
HA IH;1;1;0,500;1;1;2021
HA S;1;2;0,200;10;2;2018
HAAGENSON D;1;1;0,100;502;1;2013
HAARIO H;1;1;0,200;11;1;2018
HAAS SA;1;1;0,100;53;1;2013
HAASDIJK E;1;1;0,077;6;1;2010
HAASE D;1;1;0,077;62;1;2010
HAASLER I;1;1;0,500;1;1;2021
HABIB KMN;1;1;0,091;4;1;2012
HACKETT-JONES EJ;1;1;0,100;15;1;2013
HACOHEN S;1;1;0,200;11;1;2018
HADAD M;1;1;0,100;8;1;2013
HADDAD H;1;1;0,077;3;1;2010
HADER A;1;1;0,167;3;1;2017
HADZIBEGANOVIC T;1;1;0,333;2;1;2020
HAEGLER S;1;1;0,083;14;1;2011
HAEST R;1;1;0,143;3;1;2016
HAFNER D;1;1;0,500;9;1;2021
HAGEMEISTER H;1;1;0,045;8;1;2001
HAGEN M;1;1;0,333;1;1;2020
HAGGER AJ;1;1;0,063;4;1;2007
HAGGSTROM DA;1;1;0,125;4;1;2015
HAGHANI M;2;2;0,500;26;2;2019
HAGISHIMA A;1;1;0,091;85;1;2012
HAHN G;1;1;0,071;37;1;2009
HAHN J;1;1;0,333;2;1;2020
HAHN U;1;1;0,333;7;1;2020
HAI XD;1;1;0,250;20;1;2019
HAIDER W;1;1;0,067;166;1;2008
HAILEGIORGIS A;1;1;0,125;11;1;2015
HAILES S;1;1;0,111;73;1;2014
HAILU A;2;2;0,182;110;2;2012
HAJIKHANI A;1;1;0,500;3;1;2021
HAJIZADEH Y;1;1;0,083;34;1;2011
HAJJAJI A;1;1;0,100;18;1;2013
HAJMOHAMMAD S;1;1;0,333;3;1;2020
HALDER A;1;1;0,071;1;1;2009
HALDI F;1;1;0,100;115;1;2013
HALL LM;1;1;0,111;9;1;2014
HALL M;1;1;0,500;6;1;2021
HALLAM J;1;1;0,045;39;1;2001
HALLAM JCT;1;1;0,040;1;1;1998
HALLBERG D;1;1;0,077;5;1;2010
HALLEY JD;1;1;0,167;4;1;2017
HALLORAN ME;3;3;0,158;25;3;2004
HALLOY J;1;1;0,143;32;1;2016
HALLSSON B;1;1;0,500;1;1;2021
HALOW JS;1;1;0,053;10;1;2004
HALTER JP;1;1;0,143;8;1;2016
HALVERSON T;1;1;0,125;55;1;2015
HAMBURGER RJ;1;1;0,048;117;1;2002
HAMED A;1;1;0,143;21;1;2016
HAMILTON MF;1;1;0,091;22;1;2012
HAMMER HL;1;1;0,333;3;1;2020
HAMMER LB;1;1;0,037;7;1;1996
HAMMER R;1;1;0,111;114;1;2014
HAMMOND R;1;1;0,100;31;1;2013
