"Node","Cluster","Betweenness","Closeness","PageRank"
"olfati-saber r 2006","3","7.7158426884194","0.00286532951289398","0.011184537977243"
"dimarogonas dv 2012","3","96.4843873162785","0.00298507462686567","0.0101361967953348"
"olfati-saber r 2007","3","63.3717265686882","0.00303030303030303","0.00832454646332898"
"helbing d 1995","3","3.21958830600983","0.0028169014084507","0.00463489210917312"
"couzin id 2005","3","8.2542198883137","0.00245098039215686","0.00705556843925562"
"couzin id 2002","3","16.4906629828912","0.00289855072463768","0.00682595576979154"
"fax ja 2004","3","28.0664432247721","0.0029940119760479","0.00661018194815681"
"vicsek t 2012","3","8.36119862961529","0.0028328611898017","0.00656748127268275"
"ballerini m 2008","3","6.38265039017963","0.00274725274725275","0.00625109418367793"
"khalil kh 2002","3","12.6114797111327","0.00294117647058824","0.00693309221119791"
"tabuada p 2007","3","18.3495223876476","0.00249376558603491","0.00678527298594712"
"ren w 2008","3","20.0454316796672","0.00259067357512953","0.00630960139385076"
"seyboth gs 2013","3","0.0609137055837563","0.000992063492063492","0.00750520960491203"
"cucker f 2007","3","2.32206365455859","0.00272479564032698","0.00570506094155279"
"ren w 2007-1","3","4.3636805979449","0.00259067357512953","0.00605970313787887"
"zhu w 2014","3","0.0710659898477157","0.000992063492063492","0.00677877125325923"
"tanner hg 2007","3","0","0.00251256281407035","0.00739829789338409"
"fan y 2013","3","15.9086806983864","0.00259067357512953","0.00657749724607417"
"balch t 1998","3","0","0.00251256281407035","0.00344093266226598"
"su hs 2009","3","0","0.00251256281407035","0.00601152706145079"
"hong yg 2006","3","3.95792905097375","0.00261780104712042","0.00532597832843415"
"oh kk 2015","3","2.607558096949","0.00253807106598985","0.0030377749669662"
"li hq 2015","3","0.0532994923857868","0.000988142292490119","0.00434067863835006"
"meng xy 2013","3","0.0304568527918782","0.00100300902708124","0.00512518300540208"
"mesbahi m 2010","3","5.54135345931603","0.0025","0.0030522273970777"
"moussaid m 2011","3","1.28179348576698","0.0027027027027027","0.00315583093368705"
"burstedde c 2001","3","0","0.00268817204301075","0.00260209703421752"
"cao yc 2013","3","0","0.00099403578528827","0.00335189662225924"
"gazi v 2003","3","0","0.00285714285714286","0.00489561981515368"
"ren w 2007-2","3","6.25119138377543","0.00260416666666667","0.00612267086096358"
"godsil c. 2001","3","4.01775412912535","0.00257731958762887","0.00388299723263189"
"hu wf 2016","3","0","0.000977517106549365","0.00432942711645295"
"levine h 2001","3","1.39715289232864","0.00252525252525253","0.00389209036558376"
"li zk 2010","3","5.25641348203469","0.00256410256410256","0.00371361332024096"
"moreau l 2005","3","2.57881810999484","0.00273972602739726","0.0045482337428278"
"aoki i 1982","3","0","0.0009765625","0.00354437617335087"
"axelrod r. 1984","4","340.091547049541","0.00318471337579618","0.00883702311214695"
"nowak ma 1992","4","56.9095685211774","0.00306748466257669","0.0121327231429545"
"nowak ma 2006","4","31.3390631337315","0.00302114803625378","0.00998519951663234"
"szabo g 2007","4","49.7128810107384","0.00307692307692308","0.00900981697397609"
"axelrod r 1981","4","44.287954369008","0.0031055900621118","0.0074065969428087"
"fehr e 2002","4","140.946740448082","0.00294985250737463","0.00489436470011249"
"hamilton wd 1964","4","7.99736681468726","0.0029585798816568","0.00582201663745985"
"perc m 2010","4","9.24836322416604","0.00268817204301075","0.00763025827183459"
"maynard smith 1982","4","278.316141279791","0.00293255131964809","0.00535471710936347"
"nowak m. 2006","4","4.53994101072288","0.00292397660818713","0.00707136308983846"
"nowak ma 1998","4","3.85209107584926","0.002710027100271","0.00634745371992534"
"santos fc 2005","4","4.14655617915787","0.00253807106598985","0.00731542167343845"
"hardin g 1968","4","166.073919844744","0.0029940119760479","0.0034072194562066"
"fehr e 1999","4","2.88619347725897","0.0025706940874036","0.00175084770143359"
"hofbauer j. 1998","4","2.01331048794747","0.00266666666666667","0.00542233848003786"
"trivers rl 1971","4","2.52612000214947","0.00291545189504373","0.00556766873357964"
"perc m 2013","4","56.2553224989006","0.00302114803625378","0.0047047827559052"
"hauert c 2004","4","3.58207143510187","0.00255754475703325","0.00555552937799231"
"lux t 1999","5","137.77243359314","0.00308641975308642","0.00770268582975172"
"brock wa 1998","5","13.9520873165664","0.00257731958762887","0.00656816752316869"
"cont r 2000","5","23.7976757074632","0.0029585798816568","0.00398679188143984"
"bikhchandani s 1992","5","88.4856777611705","0.00305810397553517","0.00354599136912874"
"challet d 1997","5","7.6383115492954","0.00274725274725275","0.0031328986409982"
"cont r 2001","5","9.52302489737448","0.00290697674418605","0.00372654068289499"
"lux t 1995","5","0.689387160999251","0.00253807106598985","0.00590045908787048"
"arthur wb 1994","5","17.1311110919457","0.00290697674418605","0.00310541026001688"
"brock wa 1997","5","6.89551084851627","0.00255102040816327","0.00552124534896466"
"hommes ch 2006","5","5.05950911709817","0.00255102040816327","0.00440452557433483"
"banerjee av 1992","5","12.197740844929","0.0029585798816568","0.00353834796249841"
"mnih v 2015","6","21.2791788253336","0.00221238938053097","0.00589533197563767"
"sutton rs 2018","6","0","0.00158730158730159","0.00507065720924055"
"friston kj 2010","6","0","0.00251256281407035","0.00300041276226869"
